MI_PRINX,offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,MinOfibr_code,dispo_code,MaxOfnum_victims,Shift,Avg Day,loc_type,UC2 Literal,neighborhood,npu,x,y
6736639,171452349,05/25/2017,05/25/2017,16:20:00,05/25/2017,16:35:00,210,,,3393 PEACHTREE RD NE @Multiple,0630,2303,30,1,Eve,Thu,8,LARCENY-NON VEHICLE,Lenox,B,-84.362120000000004,33.846760000000003
6736640,171452402,05/25/2017,05/25/2017,16:15:00,05/25/2017,18:41:00,209,,,3655 ROSWELL RD NE,0630,2303,,1,Eve,Thu,17,LARCENY-NON VEHICLE,North Buckhead,B,-84.381349999999998,33.855469999999997
6736641,171452522,05/25/2017,05/25/2017,06:45:00,05/25/2017,19:20:00,409,,,1811 WILLIS MILL RD SW,0511,2202,,1,Day,Thu,20,BURGLARY-RESIDENCE,Southwest,R,-84.466710000000006,33.705379999999998
6736642,171452556,05/25/2017,05/25/2017,00:00:00,05/25/2017,07:00:00,407,,,904 SOCIETY CIR SW,0640,2305,,1,Morn,Thu,20,LARCENY-FROM VEHICLE,Mays,H,-84.501490000000004,33.747010000000003
6736643,171452574,05/25/2017,05/25/2017,19:00:00,05/25/2017,19:30:00,504,,,418 MCAFEE ST NW,0640,2305,,1,Eve,Thu,18,LARCENY-FROM VEHICLE,Downtown,M,-84.394679999999994,33.76567
6736644,171452586,05/25/2017,05/25/2017,20:01:00,05/25/2017,21:40:00,104,,,CAMILLA ST SW / ABBOTT ST SW,0420,1315K,,1,Eve,Thu,20,AGG ASSAULT,Ashview Heights,T,-84.419139999999999,33.750419999999998
6736645,171452594,05/25/2017,05/25/2017,19:00:00,05/25/2017,20:00:00,102,,1409,803 MAGNOLIA WAY NW,0410,1314,,1,Eve,Thu,20,AGG ASSAULT,Vine City,L,-84.414029999999997,33.758229999999998
6736646,171452607,05/25/2017,05/25/2017,20:12:00,05/25/2017,20:14:00,208,,,3500 PEACHTREE RD NE,0630,2303,10,1,Eve,Thu,,LARCENY-NON VEHICLE,North Buckhead,B,-84.362780000000001,33.853020000000001
6736647,171452614,05/25/2017,05/25/2017,19:45:00,05/25/2017,20:15:00,204,,,1715 HOWELL MILL RD NW @KROGER - HOWELL MILL,0640,2305,,1,Eve,Thu,18,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.415700000000001,33.800890000000003
6736648,171452685,05/25/2017,05/25/2017,19:43:00,05/25/2017,20:43:00,210,,,3535 PEACHTREE RD NE @TARGET - PEACHTREE,0690,2399,,1,Eve,Thu,99,LARCENY-NON VEHICLE,Lenox,B,-84.359499999999997,33.851819999999996
6736649,171452723,05/25/2017,05/25/2017,18:01:00,05/25/2017,21:00:00,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,0710,2404,,1,Eve,Thu,8,AUTO THEFT,Greenbriar,R,-84.493279999999999,33.688450000000003
6736650,171452731,05/25/2017,05/25/2017,21:06:00,05/25/2017,21:06:00,407,,,490 FAIRBURN RD SW,0640,2305,,1,Eve,Thu,18,LARCENY-FROM VEHICLE,Fairburn Mays,H,-84.509969999999996,33.741070000000001
6736651,171452843,05/25/2017,05/25/2017,19:14:00,05/25/2017,21:50:00,510,,,192 PEACHTREE CENTER AVE NE,0640,2305,,2,Eve,Thu,13,LARCENY-FROM VEHICLE,Downtown,M,-84.386499999999998,33.759419999999999
6736652,171452872,05/25/2017,05/25/2017,20:30:00,05/25/2017,21:30:00,108,,A,308 ANDERSON AVE NW,0690,2399,,0,Eve,Thu,31,LARCENY-NON VEHICLE,Dixie Hills,J,-84.45138,33.76361
6736653,171452882,05/25/2017,05/25/2017,20:49:00,05/25/2017,21:25:00,409,,,3140 PARC CT SW,0640,2305,,1,Eve,Thu,20,LARCENY-FROM VEHICLE,Southwest,R,-84.495800000000003,33.698529999999998
6736654,171452887,05/25/2017,05/25/2017,17:25:00,05/25/2017,17:28:00,509,,,11 BAKER ST NE,0640,2305,,2,Eve,Thu,,LARCENY-FROM VEHICLE,Downtown,M,-84.386960000000002,33.762149999999998
6736655,171452916,05/25/2017,05/24/2017,22:00:00,05/24/2017,22:30:00,312,,,2860 LEVEL RIDGE RD SE,0311,1204,30,2,Eve,Wed,13,ROBBERY-PEDESTRIAN,Orchard Knob,Z,-84.379649999999998,33.675899999999999
6736656,171452933,05/25/2017,05/25/2017,08:08:00,05/25/2017,22:40:00,605,,,459 WOODWARD AVE SE,0640,2305,,1,Eve,Thu,13,LARCENY-FROM VEHICLE,Grant Park,W,-84.372450000000001,33.745240000000003
6736657,171452948,05/25/2017,05/25/2017,15:00:00,05/25/2017,22:00:00,210,,,3393 PEACHTREE RD NE @LENOX MALL,0710,2404,,1,Eve,Thu,8,AUTO THEFT,Lenox,B,-84.362120000000004,33.846760000000003
6736658,171453000,05/25/2017,05/25/2017,18:15:00,05/25/2017,21:15:00,605,,1205,248 MEMORIAL DR SE,0640,2305,,1,Eve,Thu,13,LARCENY-FROM VEHICLE,Oakland,W,-84.379559999999998,33.746949999999998
6736659,171453061,05/25/2017,05/25/2017,20:00:00,05/25/2017,23:39:00,602,,,1098 WASHITA AVENUE NE,0640,2305,,1,Eve,Thu,,LARCENY-FROM VEHICLE,Inman Park,N,-84.352320000000006,33.763359999999999
6736660,171458006,05/25/2017,05/24/2017,20:15:00,05/25/2017,00:30:00,706,,,6000 SOUTH TERMINAL PKWY,0670,2308,,1,Eve,Wed,1,LARCENY-NON VEHICLE,,,-84.448239999999998,33.637509999999999
6736661,171458091,05/25/2017,05/22/2017,18:00:00,05/25/2017,17:00:00,706,,,6000 S TERMINAL PKWY,0690,2399,,1,Unk,Unk,1,LARCENY-NON VEHICLE,,,-84.447699999999998,33.641840000000002
6736662,171460001,05/26/2017,05/25/2017,23:00:00,05/26/2017,00:00:00,212,,,1990 ROCKLEDGE RD NE,0710,2404,,1,Morn,Thu,13,AUTO THEFT,Morningside/Lenox Park,F,-84.364869999999996,33.80968
6736663,171460024,05/26/2017,05/25/2017,22:00:00,05/26/2017,00:07:00,601,,,730 PONCE DE LEON PL NE @URBAN BODY STUDIOS,0640,2305,,3,Morn,Thu,20,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.36327,33.77467
6736664,171460031,05/26/2017,05/25/2017,23:45:00,05/26/2017,00:00:00,212,,,2430 CHESHIRE BRIDGE RD NE,0640,2305,,3,Morn,Thu,18,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,-84.352239999999995,33.821150000000003
6736665,171460035,05/26/2017,05/25/2017,22:00:00,05/25/2017,23:00:00,507,,,296 NORTHSIDE DR SW,0710,2404,,1,Eve,Thu,23,AUTO THEFT,Castleberry Hill,M,-84.406390000000002,33.746290000000002
6736666,171460037,05/26/2017,05/25/2017,19:45:00,05/26/2017,23:40:00,212,,4105,2115 PIEDMONT RD NE,0640,2305,,1,Unk,Fri,18,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,-84.366590000000002,33.812739999999998
6736667,171460060,05/26/2017,05/26/2017,00:20:00,05/26/2017,12:45:00,504,,,1000 MARIETTA ST NW,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Marietta Street Artery,E,-84.411159999999995,33.779139999999998
6736668,171460064,05/26/2017,05/25/2017,12:45:00,05/25/2017,12:58:00,306,,,1850 METROPOLITAN PKWY SW,0640,2305,,1,Day,Thu,23,LARCENY-FROM VEHICLE,Sylvan Hills,X,-84.40795,33.703690000000002
6736669,171460148,05/26/2017,05/25/2017,11:00:00,05/26/2017,12:50:00,501,,,1150 TUMLIN ST NW,0640,2305,,1,Unk,Thu,18,LARCENY-FROM VEHICLE,Home Park,E,-84.400750000000002,33.785939999999997
6736670,171460167,05/26/2017,05/26/2017,01:02:00,05/26/2017,01:03:00,404,,,2004 WESTWOOD AVE SW,0311,1212,30,1,Morn,Fri,,ROBBERY-PEDESTRIAN,Westwood Terrace,I,-84.453400000000002,33.738639999999997
6736671,171460178,05/26/2017,05/26/2017,01:06:00,05/26/2017,01:11:00,206,,,3188 ROSWELL RD NW,0640,2305,,1,Morn,Fri,,LARCENY-FROM VEHICLE,South Tuxedo Park,B,-84.379220000000004,33.842269999999999
6736672,171460237,05/26/2017,05/26/2017,01:26:00,05/26/2017,01:26:00,208,,,3365 PIEDMONT RD NE,0620,2302,,1,Morn,Fri,,LARCENY-NON VEHICLE,North Buckhead,B,-84.372839999999997,33.846870000000003
6736673,171460263,05/26/2017,05/25/2017,21:00:00,05/26/2017,01:30:00,406,,,1215 TUCKAWANNA DR SW,0640,2305,,2,Morn,Thu,20,LARCENY-FROM VEHICLE,Cascade Heights,I,-84.485119999999995,33.722380000000001
6736674,171460286,05/26/2017,05/26/2017,00:45:00,05/26/2017,01:52:00,505,,,JUNIPER ST NE / 5TH ST NE,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Midtown,E,-84.382959999999997,33.776049999999998
6736675,171460321,05/26/2017,05/26/2017,00:01:00,05/26/2017,02:10:00,604,,,646 HIGHLAND AVE NE,0640,2305,,1,Morn,Fri,,LARCENY-FROM VEHICLE,Old Fourth Ward,M,-84.366569999999996,33.761420000000001
6736676,171460550,05/26/2017,05/26/2017,04:25:00,05/26/2017,04:26:00,211,,,2625 PIEDMONT RD NE,0512,2203,,1,Morn,Fri,99,BURGLARY-NONRES,Lindbergh/Morosgo,B,-84.365319999999997,33.827419999999996
6736677,171460628,05/26/2017,05/25/2017,20:00:00,05/26/2017,05:30:00,213,,,1305 UNIVERSITY DR NE,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,,,-84.343400000000003,33.790289999999999
6736678,171460632,05/26/2017,05/26/2017,04:00:00,05/26/2017,04:30:00,512,,,68 MITCHELL ST SW,0690,2399,,1,Morn,Fri,13,LARCENY-NON VEHICLE,Downtown,M,-84.389899999999997,33.749119999999998
6736679,171460641,05/26/2017,05/26/2017,02:20:00,05/26/2017,05:40:00,407,,,845 ROZIE WAY SW,0710,2404,,1,Morn,Fri,20,AUTO THEFT,Mays,H,-84.507769999999994,33.739690000000003
6736680,171460683,05/26/2017,05/25/2017,22:30:00,05/25/2017,23:30:00,204,,,1801 HOWELL MILL RD NW,0690,2399,,3,Morn,Thu,,LARCENY-NON VEHICLE,Berkeley Park,D,-84.412779999999998,33.803879999999999
6736681,171460711,05/26/2017,05/25/2017,21:00:00,05/26/2017,07:00:00,204,,,1750 COMMERCE DR NW,0640,2305,,1,Morn,Fri,18,LARCENY-FROM VEHICLE,Berkeley Park,D,-84.411689999999993,33.802849999999999
6736682,171460718,05/26/2017,05/25/2017,08:00:00,05/26/2017,08:00:00,107,,,1598 DONALD LEE HOLLOWELL PKWY NW,0710,2404,,1,Unk,Thu,99,AUTO THEFT,Grove Park,J,-84.440600000000003,33.77167
6736683,171460831,05/26/2017,05/25/2017,23:00:00,05/26/2017,08:00:00,304,,,450 CAPITOL AVE SE @CARTER HALL,0640,2305,,1,Morn,Fri,14,LARCENY-FROM VEHICLE,Summerhill,V,-84.386859999999999,33.742289999999997
6736684,171460869,05/26/2017,05/22/2017,08:00:00,05/25/2017,23:00:00,203,,,2524 FORREST AVE NW,0521,2204,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Riverside,D,-84.470519999999993,33.814149999999998
6736685,171460891,05/26/2017,05/25/2017,15:00:00,05/25/2017,17:00:00,601,,,520 ELMWOOD DR NE,0640,2305,,1,Eve,Thu,,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.369519999999994,33.785670000000003
6736686,171460920,05/26/2017,05/25/2017,00:00:00,05/26/2017,08:30:00,111,,79,11 ALLEN TEMPLE CT NW,0521,2204,,1,Unk,Thu,26,BURGLARY-RESIDENCE,,I,-84.491,33.755130000000001
6736687,171460952,05/26/2017,05/25/2017,20:00:00,05/26/2017,09:00:00,401,,,698 PEEPLES ST SW,0710,2404A,,1,Morn,Fri,13,AUTO THEFT,West End,T,-84.420249999999996,33.735930000000003
6736688,171460994,05/26/2017,05/24/2017,08:00:00,05/26/2017,09:25:00,308,,,2053 THOMASVILLE CT SE,0690,2399,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Thomasville Heights,Z,-84.357879999999994,33.698099999999997
6736689,171461007,05/26/2017,05/19/2017,16:30:00,05/25/2017,09:00:00,206,,,2911 PHARR COURT SOUTH NW @CAMPBELL-STONE APTS,0670,2308,,1,Unk,Unk,20,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.384929999999997,33.834679999999999
6736690,171461075,05/26/2017,05/26/2017,09:57:00,05/26/2017,16:30:00,309,STE,B,2685 METROPOLITAN PKWY SW,0630,2303,,1,Day,Fri,,LARCENY-NON VEHICLE,Perkerson,X,-84.407830000000004,33.681730000000002
6736691,171461164,05/26/2017,05/25/2017,10:00:00,05/25/2017,19:00:00,610,,F-1,1929 HOSEA L WILLIAMS DR SE,0511,2202,,1,Day,Thu,20,BURGLARY-RESIDENCE,Kirkwood,O,-84.324539999999999,33.752429999999997
6736692,171461195,05/26/2017,05/26/2017,09:00:00,05/26/2017,10:43:00,406,,A15,3164 CUSHMAN CIR,0650,2304,,1,Day,Fri,20,LARCENY-FROM VEHICLE,,I,-84.491680000000002,33.748980000000003
6736693,171461216,05/26/2017,05/25/2017,23:13:00,05/25/2017,23:14:00,211,,,2400 PARKLAND DR NE,0710,2404,,1,Morn,Thu,18,AUTO THEFT,Lindbergh/Morosgo,B,-84.365679999999998,33.819870000000002
6736694,171461237,05/26/2017,05/24/2017,10:00:00,05/26/2017,15:00:00,507,,,267 PETERS ST SW,0210,1103,,1,Unk,Unk,26,RAPE,Home Park,E,-84.412059999999997,33.785269999999997
6736695,171461277,05/26/2017,04/20/2017,12:00:00,04/23/2017,12:00:00,102,APT,222,55 MAPLE ST NW,0690,2399,,1,Unk,Unk,,LARCENY-NON VEHICLE,Vine City,L,-84.405280000000005,33.755690000000001
6736696,171461419,05/26/2017,05/26/2017,10:49:00,05/26/2017,10:59:00,311,,,374 CLEVELAND AVE SW,0690,2399,,1,Day,Fri,23,LARCENY-NON VEHICLE,Hammond Park,X,-84.401259999999994,33.680759999999999
6736697,171461422,05/26/2017,05/10/2017,00:00:00,05/26/2017,00:00:00,611,,,2692 KNOX ST NE,0690,2399,,1,Unk,Unk,13,LARCENY-NON VEHICLE,East Lake,O,-84.298829999999995,33.752809999999997
6736698,171461463,05/26/2017,05/23/2017,08:00:00,05/26/2017,08:00:00,304,,,580 MARTIN ST SE,0650,2304,,1,Unk,Unk,20,LARCENY-FROM VEHICLE,Summerhill,V,-84.383849999999995,33.738880000000002
6736699,171461467,05/26/2017,05/26/2017,12:40:00,05/26/2017,12:45:00,411,,,2841 GREENBRIAR PKWY SW @GREENBRIAR MALL,0710,2404,,1,Day,Fri,18,AUTO THEFT,Greenbriar,R,-84.496539999999996,33.685850000000002
6736700,171461470,05/26/2017,05/26/2017,12:30:00,05/26/2017,12:45:00,511,,,12 BROAD ST,0630,2303,,1,Day,Fri,,LARCENY-NON VEHICLE,Downtown,M,-84.392009999999999,33.7532
6736701,171461485,05/26/2017,05/25/2017,20:30:00,05/26/2017,12:50:00,109,,,476 LINCOLN DR NW,0521,2204,,1,Unk,Fri,20,BURGLARY-RESIDENCE,Center Hill,J,-84.466790000000003,33.768509999999999
6736702,171461496,05/26/2017,05/26/2017,12:30:00,05/26/2017,12:40:00,402,,,1302 RALPH D ABERNATHY BLVD SW,0690,2399,10,1,Day,Fri,24,LARCENY-NON VEHICLE,West End,T,-84.430329999999998,33.738579999999999
6736703,171461508,05/26/2017,05/26/2017,12:50:00,05/26/2017,12:55:00,305,,2501,157 MOURY AVE SW,0710,2404,,1,Day,Fri,13,AUTO THEFT,The Villages at Carver,Y,-84.388499999999993,33.712829999999997
6736704,171461519,05/26/2017,05/26/2017,13:00:00,05/26/2017,13:04:00,505,,,575 JUNIPER ST NE,0430,1315,,1,Day,Fri,,AGG ASSAULT,Midtown,E,-84.383300000000006,33.771470000000001
6736705,171461523,05/26/2017,05/25/2017,13:00:00,05/25/2017,15:00:00,102,,,188 ELECTRIC AVE NW,0640,2305,,1,Day,Thu,13,LARCENY-FROM VEHICLE,Vine City,L,-84.404449999999997,33.759729999999998
6736706,171461573,05/26/2017,05/26/2017,13:25:00,05/26/2017,13:25:00,203,,,2331 BOLTON RD NW,0640,2305,,1,Day,Fri,,LARCENY-FROM VEHICLE,Bolton,D,-84.462209999999999,33.819040000000001
6736707,171461590,05/26/2017,05/26/2017,13:20:00,05/26/2017,13:37:00,511,,,87C PEACHTREE ST SW,0630,2303,10,1,Day,Fri,24,LARCENY-NON VEHICLE,Downtown,M,-84.391980000000004,33.752429999999997
6736708,171461649,05/26/2017,05/26/2017,15:00:00,05/26/2017,16:00:00,109,,,422 BAKER CR,0511,2202,,1,Eve,Fri,20,BURGLARY-RESIDENCE,Center Hill,J,-84.460009999999997,33.76829
6736709,171461651,05/26/2017,05/26/2017,14:00:00,05/26/2017,14:02:00,105,,,1060 MAYSON TURNER RD NW,0410,1314,,2,Day,Fri,13,AGG ASSAULT,Washington Park,K,-84.421509999999998,33.761690000000002
6736710,171461659,05/26/2017,05/26/2017,14:00:00,05/26/2017,14:30:00,204,,,1790 HOWELL MILL RD NW,0640,2305,,1,Day,Fri,23,LARCENY-FROM VEHICLE,Underwood Hills,D,-84.414209999999997,33.80359
6736711,171461726,05/26/2017,05/24/2017,23:45:00,05/25/2017,14:00:00,104,,110,387 JOSEPH E LOWERY BLVD SW,0710,2404,,1,Morn,Thu,18,AUTO THEFT,Harris Chiles,T,-84.417640000000006,33.74465
6736712,171461798,05/26/2017,05/26/2017,15:21:00,05/26/2017,15:21:00,402,,,1183 MERRILL AVE SW,0511,2202,,1,Eve,Fri,20,BURGLARY-RESIDENCE,Oakland City,S,-84.426439999999999,33.728900000000003
6736713,171461861,05/26/2017,03/10/2017,00:01:00,04/18/2017,23:59:00,103,,,892 JEFFERSON ST NW,0521,2204,,1,Unk,Unk,99,BURGLARY-RESIDENCE,English Avenue,L,-84.416550000000001,33.775939999999999
6736714,171461915,05/26/2017,05/26/2017,15:55:00,05/26/2017,15:55:00,303,,,797 PRYOR ST SW,0440,1399,,1,Eve,Fri,26,AGG ASSAULT,Mechanicsville,V,-84.394080000000002,33.732939999999999
6736715,171461942,05/26/2017,05/26/2017,08:45:00,05/26/2017,15:35:00,505,,,815 WILLIAMS ST NW,0640,2305,,1,Day,Fri,18,LARCENY-FROM VEHICLE,Midtown,E,-84.390069999999994,33.778359999999999
6736716,171461998,05/26/2017,05/26/2017,16:30:00,05/26/2017,17:00:00,609,,,1275 CAROLINE ST NE @TARGET - CAROLINE,0630,2303,10,1,Eve,Fri,8,LARCENY-NON VEHICLE,Edgewood,O,-84.346190000000007,33.756740000000001
6736717,171462114,05/26/2017,05/26/2017,16:00:00,05/26/2017,16:50:00,403,,,1550 PINEVIEW TER SW,0690,2399,20,1,Eve,Fri,20,LARCENY-NON VEHICLE,Cascade Avenue/Road,S,-84.43871,33.72871
6736718,171462157,05/26/2017,05/26/2017,16:30:00,05/26/2017,17:05:00,208,,,3384 PEACHTREE RD NE,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,North Buckhead,B,-84.365520000000004,33.849519999999998
6736719,171462195,05/26/2017,04/06/2017,16:00:00,04/06/2017,17:00:00,411,,,3030 HEADLAND DR SW,0670,2308,,1,Eve,Thu,12,LARCENY-NON VEHICLE,Greenbriar,R,-84.48742,33.688409999999998
6736720,171462361,05/26/2017,05/15/2017,16:50:00,05/15/2017,17:00:00,207,,,507 BISHOP ST NW,0640,2305,,1,Eve,Mon,18,LARCENY-FROM VEHICLE,Loring Heights,E,-84.404600000000002,33.792569999999998
6736721,171462406,05/26/2017,05/26/2017,10:00:00,05/26/2017,12:00:00,108,,,2591 GODFREY DR NW,0710,2404A,,1,Day,Fri,20,AUTO THEFT,Dixie Hills,J,-84.452650000000006,33.76379
6736722,171462527,05/26/2017,05/26/2017,18:30:00,05/26/2017,19:30:00,602,,,764 EDGEWOOD AVE NE,0640,2305,,2,Eve,Fri,13,LARCENY-FROM VEHICLE,Inman Park,N,-84.362539999999996,33.755270000000003
6736723,171462642,05/26/2017,05/24/2017,14:00:00,05/26/2017,20:15:00,304,,,65 BILL LUCAS DR SE,0511,2202,,1,Unk,Unk,20,BURGLARY-RESIDENCE,Summerhill,V,-84.385739999999998,33.734310000000001
6736724,171462648,05/26/2017,05/26/2017,20:15:00,05/26/2017,20:25:00,610,,,2012 HOSEA L WILLIAMS DR NE,0670,2308,40,0,Eve,Fri,21,LARCENY-NON VEHICLE,Kirkwood,O,-84.321789999999993,33.751359999999998
6736725,171462652,05/26/2017,05/26/2017,20:20:00,05/26/2017,20:30:00,502,,,1270 W PEACHTREE ST NW @ATLANTA TOWERS,0710,2404,,1,Eve,Fri,18,AUTO THEFT,Midtown,E,-84.388199999999998,33.789369999999998
6736726,171462732,05/26/2017,05/26/2017,09:16:00,05/26/2017,18:00:00,412,,6308,1371 KIMBERLY WAY SW,0690,2399,,1,Day,Fri,26,LARCENY-NON VEHICLE,Ashley Courts,P,-84.523150000000001,33.717709999999997
6736727,171462835,05/26/2017,05/26/2017,21:53:00,05/26/2017,21:53:00,412,,B7,3909 CAMPBELLTON RD SW,0430,1315,,6,Eve,Fri,26,AGG ASSAULT,Kings Forest,P,-84.516369999999995,33.692399999999999
6736728,171462877,05/26/2017,05/26/2017,18:00:00,05/26/2017,21:05:00,307,,,345 ASHWOOD AVE SW,0710,2404,,1,Eve,Fri,13,AUTO THEFT,Betmar LaVilla,Y,-84.399640000000005,33.705620000000003
6736729,171462957,05/26/2017,05/26/2017,14:00:00,05/26/2017,23:02:00,607,,B,1115 SHELBY PL SE,0521,2204,,1,Eve,Fri,20,BURGLARY-RESIDENCE,Woodland Hills,W,-84.351489999999998,33.723199999999999
6736730,171463068,05/26/2017,05/26/2017,22:31:00,05/27/2017,23:51:00,607,,,1125 E CONFEDERATE AVE SE,0511,2202,,3,Unk,Sat,20,BURGLARY-RESIDENCE,Woodland Hills,W,-84.351349999999996,33.724240000000002
6736731,171463073,05/26/2017,05/26/2017,23:50:00,05/27/2017,00:01:00,402,,,590 CASCADE AVE SW @KROGER - CASCADE,0630,2303,10,1,Morn,Fri,12,LARCENY-NON VEHICLE,West End,T,-84.432760000000002,33.738120000000002
6736732,171468087,05/26/2017,05/24/2017,15:22:00,05/26/2017,17:00:00,704,,,S PARK OFFICE @6033 S TERMINAL BYWY,0710,2404,,1,Unk,Unk,18,AUTO THEFT,,,-84.444339999999997,33.639699999999998
6736733,171470063,05/27/2017,05/27/2017,00:18:00,05/27/2017,00:30:00,402,,,1035 DONNELLY AVE SW,0710,2404,,1,Morn,Sat,,AUTO THEFT,Oakland City,S,-84.421109999999999,33.730060000000002
6736734,171470076,05/27/2017,05/26/2017,22:00:00,05/27/2017,00:25:00,402,,,1035 DONNELLY,0640,2305,,1,Morn,Fri,13,LARCENY-FROM VEHICLE,Oakland City,S,-84.421109999999999,33.730060000000002
6736735,171470083,05/27/2017,05/26/2017,05:30:00,05/27/2017,00:28:00,409,6,45,2900 LANDRUM DR SW,0511,2202,,1,Unk,Fri,26,BURGLARY-RESIDENCE,Southwest,R,-84.483720000000005,33.706229999999998
6736736,171470128,05/27/2017,05/27/2017,00:10:00,05/27/2017,00:40:00,404,,,631 CLOVER ST,0430,1315,,1,Morn,Sat,13,AGG ASSAULT,Westwood Terrace,I,-84.453069999999997,33.73798
6736737,171470137,05/27/2017,05/26/2017,23:30:00,05/26/2017,23:45:00,302,,,928 MCDANIEL ST SW,0440,1399,,1,Morn,Fri,20,AGG ASSAULT,Pittsburgh,V,-84.401359999999997,33.729570000000002
6736738,171470273,05/27/2017,05/27/2017,01:34:00,05/27/2017,01:34:00,407,,13,405 FAIRBURN RD SW,0640,2305,,1,Morn,Sat,18,LARCENY-FROM VEHICLE,Wildwood (NPU-H),H,-84.509590000000003,33.743670000000002
6736739,171470370,05/27/2017,05/27/2017,02:10:00,05/27/2017,02:35:00,210,APT,F102,3200 LENOX RD NE,0531,2202A,,1,Morn,Sat,20,BURGLARY-RESIDENCE,Pine Hills,B,-84.358249999999998,33.842930000000003
6736740,171470375,05/27/2017,05/27/2017,02:15:00,05/27/2017,02:22:00,503,,,120 13TH ST NE,0420,1315K,,1,Morn,Sat,,AGG ASSAULT,Midtown,E,-84.382859999999994,33.785530000000001
6736741,171470411,05/27/2017,05/27/2017,02:41:00,05/27/2017,02:50:00,402,,,989 PEEPLES ST SW,0640,2305,,1,Morn,Sat,,LARCENY-FROM VEHICLE,Oakland City,S,-84.422290000000004,33.728209999999997
6736742,171470610,05/27/2017,05/27/2017,04:44:00,05/27/2017,04:44:00,604,,,400 EDGEWOOD AVE NE,0630,2303,10,1,Morn,Sat,,LARCENY-NON VEHICLE,Sweet Auburn,M,-84.374650000000003,33.754640000000002
6736743,171470744,05/27/2017,05/27/2017,00:00:00,05/27/2017,07:40:00,408,,,1718 HADLOCK ST SW,0710,2404,,1,Morn,Sat,,AUTO THEFT,,R,-84.445830000000001,33.708599999999997
6736744,171470942,05/27/2017,05/27/2017,02:00:00,05/27/2017,09:30:00,401,,,1325 GREENWICH ST SW,0640,2305,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,West End,T,-84.431120000000007,33.744120000000002
6736745,171470959,05/27/2017,05/27/2017,09:00:00,05/27/2017,09:49:00,110,,,1477 DONALD LEE HOLLOWELL PKWY NW,0430,1315,10,2,Day,Sat,13,AGG ASSAULT,Grove Park,J,-84.436880000000002,33.771529999999998
6736746,171470974,05/27/2017,05/26/2017,18:00:00,05/27/2017,09:57:00,611,,,2395 GLENWOOD AVE SE,0640,2305,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,East Lake,O,-84.30865,33.739899999999999
6736747,171470996,05/27/2017,05/27/2017,09:59:00,05/27/2017,10:08:00,112,,,286 SEWANEE AVE NW,0410,1314,,1,Day,Sat,13,AGG ASSAULT,,J,-84.471940000000004,33.76914
6736748,171471037,05/27/2017,05/19/2017,17:00:00,05/19/2017,17:30:00,609,,,1225 CAROLINE ST NE @TARGET - CAROLINE,0690,2399,,1,Eve,Fri,,LARCENY-NON VEHICLE,Edgewood,O,-84.348129999999998,33.756050000000002
6736749,171471095,05/27/2017,05/26/2017,17:30:00,05/27/2017,09:00:00,601,,,874 PONCE DE LEON PL NE,0640,2305,,1,Morn,Sat,20,LARCENY-FROM VEHICLE,Virginia Highland,F,-84.364000000000004,33.778559999999999
6736750,171471180,05/27/2017,05/27/2017,11:30:00,05/27/2017,12:00:00,212,,8306,415 ARMOUR DR NE,0670,2308,,1,Day,Sat,26,LARCENY-NON VEHICLE,,F,-84.374120000000005,33.812669999999997
6736751,171471200,05/27/2017,05/27/2017,11:35:00,05/27/2017,11:35:00,206,,,2900 PEACHTREE RD NW @PUBLIX - PEACHTREE,0630,2303,10,1,Day,Sat,,LARCENY-NON VEHICLE,Peachtree Heights West,B,-84.384100000000004,33.83399
6736752,171471216,05/27/2017,05/26/2017,21:00:00,05/26/2017,23:59:00,508,,,123  MARIETTA ST NW,0640,2305,,1,Eve,Fri,18,LARCENY-FROM VEHICLE,Downtown,M,-84.392660000000006,33.757669999999997
6736753,171471279,05/27/2017,05/26/2017,19:30:00,05/27/2017,12:00:00,114,,,I-285 SB EXPY NW / DONALD LEE HOLLOWELL PKWY NW,0710,2404,,1,Unk,Sat,13,AUTO THEFT,Bankhead/Bolton,H,-84.493139999999997,33.786920000000002
